,cod_cidades,city,uf,atendido_loggi,distancia_cajamar,populacao,area_em_km2,tem_malha,latitude,longitude,indice_roubo,caminhao,caminhonete,camioneta,motocicleta,preco_gasolina,preco_diesel_s10,area_urbana,pib
349,4104253,CAMPO MAGRO,PR,não,431.476,28250,275.466,não,-25.3687,-49.4501,0.4800804175541046,641.0,1235.0,413.0,2491.0,4.402125,3.4268571428571426,29.2,
350,4116901,NOVA ESPERANCA,PR,não,689.015,28080,401.587,não,-23.182,-52.2031,0.4800804175541046,853.0,1828.0,467.0,3345.0,4.402125,3.4268571428571426,,
351,4111258,ITAPERUCU,PR,não,433.951,27506,312.382,não,-25.2193,-49.3454,0.4800804175541046,677.0,1410.0,355.0,2082.0,4.402125,3.4268571428571426,,
352,4102109,ASTORGA,PR,não,616.504,26193,434.791,não,-23.2318,-51.6668,0.4800804175541046,768.0,1854.0,406.0,2736.0,4.402125,3.4268571428571426,,
353,4123501,SANTA HELENA,PR,não,1034.000809,25912,758.229,não,-24.8585,-54.336000000000006,0.4800804175541046,755.0,1779.0,460.0,3309.0,4.402125,3.4268571428571426,,
354,4114302,MANDIRITUBA,PR,não,451.983,25669,379.179,não,-25.776999999999997,-49.3282,0.4800804175541046,1199.0,1415.0,417.0,2220.0,4.402125,3.4268571428571426,,
355,4100509,ALTONIA,PR,não,892.306,21986,661.558,não,-23.8759,-53.8958,0.4800804175541046,527.0,1305.0,193.0,3300.0,4.402125,3.4268571428571426,,
356,4112108,JANDAIA DO SUL,PR,não,627.985,21338,187.6,não,-23.6011,-51.6448,0.4800804175541046,692.0,1806.0,418.0,2144.0,4.402125,3.4268571428571426,,
357,4106605,CRUZEIRO DO OESTE,PR,não,785.964,21199,779.222,não,-23.7799,-53.0774,0.4800804175541046,585.0,1067.0,268.0,2971.0,4.402125,3.4268571428571426,,
358,2611606,RECIFE,PE,sim,2655.00049,1633588,217.494,sim,-8.046660000000001,-34.8771,1.4123853153025916,19659.0,40456.0,35952.0,145585.0,4.349,3.799,121.6,50688395.0
359,2607901,JABOATAO DOS GUARARAPES,PE,não,2635.000335,695978,256.073,não,-8.11298,-35.015,1.4123853153025916,5583.0,9871.0,8348.0,54463.0,4.587666666666666,3.704333333333333,23.6,13217350.0
360,2609600,OLINDA,PE,não,2657.000836,390690,43.548,não,-8.01017,-34.8545,1.4123853153025916,3107.0,6563.0,5096.0,39125.0,4.587666666666666,3.704333333333333,29.0,5327121.0
361,2604106,CARUARU,PE,não,2531.000703,356249,920.61,não,-8.28455,-35.9699,1.4123853153025916,4931.0,9848.0,3898.0,56772.0,4.587666666666666,3.704333333333333,,6239417.0
362,2611101,PETROLINA,PE,não,2178.000419,343422,4558.537,sim,-9.38866,-40.5027,1.4123853153025916,4443.0,11135.0,2329.0,54752.0,4.587666666666666,3.704333333333333,24.4,5230472.0
363,2610707,PAULISTA,PE,não,2674.000884,328387,93.518,não,-7.934010000000001,-34.8684,1.4123853153025916,1690.0,3962.0,4609.0,25828.0,4.587666666666666,3.704333333333333,16.9,4083576.0
364,2602902,CABO DE SANTO AGOSTINHO,PE,não,2614.00017,204693,447.875,não,-8.28218,-35.0253,1.4123853153025916,1545.0,2448.0,1706.0,13597.0,4.587666666666666,3.704333333333333,7.6,8462097.0
365,2603454,CAMARAGIBE,PE,não,2659.000625,156369,55.083,não,-8.02351,-34.9782,1.4123853153025916,770.0,2377.0,1880.0,13454.0,4.587666666666666,3.704333333333333,7.3,1322942.0
366,2606002,GARANHUNS,PE,não,2432.000008,138639,472.462,não,-8.882430000000001,-36.4966,1.4123853153025916,1775.0,3803.0,968.0,16084.0,4.587666666666666,3.704333333333333,7.1,1897240.0
367,2616407,VITORIA DE SANTO ANTAO,PE,não,2616.000763,137576,371.796,não,-8.12819,-35.2976,1.4123853153025916,2394.0,3153.0,968.0,19712.0,4.587666666666666,3.704333333333333,5.7,2909228.0
368,2606804,IGARASSU,PE,não,2683.000019,115438,305.565,não,-7.828810000000001,-34.9013,1.4123853153025916,956.0,1448.0,1606.0,6727.0,4.587666666666666,3.704333333333333,,2327886.0
369,2613701,SAO LOURENCO DA MATA,PE,não,2660.00056,112108,264.346,não,-8.006839999999999,-35.0124,1.4123853153025916,444.0,1067.0,1230.0,7063.0,4.587666666666666,3.704333333333333,,
370,2600054,ABREU E LIMA,PE,não,2672.000458,99353,125.991,não,-7.90072,-34.8984,1.4123853153025916,583.0,1203.0,1457.0,9374.0,4.587666666666666,3.704333333333333,,1332105.0
371,2607208,IPOJUCA,PE,não,2626.000312,94593,527.317,não,-8.39303,-35.0609,1.4123853153025916,746.0,1054.0,929.0,5084.0,4.587666666666666,3.704333333333333,,7245824.0
372,2606200,GOIANA,PE,não,2715.000978,79242,501.17,não,-7.5606,-34.9959,1.4123853153025916,813.0,1308.0,825.0,10619.0,4.587666666666666,3.704333333333333,,2223372.0
373,2609402,MORENO,PE,não,2634.000237,62126,195.603,não,-8.10871,-35.0835,1.4123853153025916,745.0,947.0,552.0,5804.0,4.587666666666666,3.704333333333333,,
374,2612604,SANTA MARIA DA BOA VISTA,PE,não,2284.000796,41647,3001.168,não,-8.79766,-39.8241,1.4123853153025916,283.0,710.0,74.0,5537.0,4.587666666666666,3.704333333333333,,
375,2607752,ITAPISSUMA,PE,não,2694.000366,26344,74.249,não,-7.7679800000000006,-34.8971,1.4123853153025916,131.0,191.0,345.0,798.0,4.587666666666666,3.704333333333333,,1273981.0
376,2607604,ILHA DE ITAMARACA,PE,não,2700.000969,25806,65.411,não,-7.747660000000001,-34.8303,1.4123853153025916,88.0,281.0,333.0,1101.0,4.587666666666666,3.704333333333333,,
377,2608750,LAGOA GRANDE,PE,não,sem info,25299,1852.186,não,-8.99452,-40.2767,1.4123853153025916,174.0,392.0,34.0,2234.0,4.587666666666666,3.704333333333333,,
378,4314902,PORTO ALEGRE,RS,sim,1107,1484863,496.827,sim,-30.0318,-51.2065,1.3060317956583296,16200.0,45276.0,54011.0,94636.0,4.6690000000000005,3.4277,306.0,63990644.0
379,4305108,CAXIAS DO SUL,RS,não,983.048,483555,1643.913,sim,-29.1629,-51.1792,1.3060317956583296,9285.0,24586.0,14461.0,33358.0,4.6690000000000005,3.4277,65.5,22376338.0
380,4314407,PELOTAS,RS,não,1385.000784,344357,1608.768,não,-31.7649,-52.3371,1.3060317956583296,5854.0,12559.0,7183.0,45448.0,4.799,3.959,47.9,6657759.0
381,4304606,CANOAS,RS,não,1132.000748,343856,131.097,não,-29.9128,-51.1857,1.3060317956583296,4738.0,9453.0,8348.0,26957.0,4.769,3.4277,94.4,9995408.0
382,4316907,SANTA MARIA,RS,não,1266.000269,278455,1779.556,não,-29.6868,-53.8149,1.3060317956583296,3930.0,12897.0,6948.0,25912.0,4.6690000000000005,3.4277,44.1,6475629.0
383,4309209,GRAVATAI,RS,não,1123.000108,275176,463.758,não,-29.9413,-50.9869,1.3060317956583296,3724.0,8313.0,5845.0,21485.0,4.6690000000000005,3.4277,40.2,10863524.0
384,4323002,VIAMAO,RS,não,1133.000322,253715,1494.263,não,-30.0819,-51.0194,1.3060317956583296,2403.0,7154.0,5088.0,19288.0,4.699,3.529,19.5,3090790.0
385,4313409,NOVO HAMBURGO,RS,não,1136.000533,249479,223.606,não,-29.6875,-51.1328,1.3060317956583296,3332.0,8207.0,7463.0,25715.0,4.599,3.299,52.7,7805986.0
386,4318705,SAO LEOPOLDO,RS,não,1150.000714,230944,102.313,não,-29.7545,-51.1498,1.3060317956583296,2546.0,5205.0,4740.0,18296.0,4.6690000000000005,3.4277,45.4,6745959.0
387,4315602,RIO GRANDE,RS,não,1358.000814,209380,2813.907,não,-32.0349,-52.1071,1.3060317956583296,2492.0,6221.0,3816.0,28652.0,4.6690000000000005,3.4277,,
388,4300604,ALVORADA,RS,não,1126.000649,208181,70.811,não,-29.9914,-51.0809,1.3060317956583296,1739.0,3157.0,3063.0,15437.0,4.6690000000000005,3.4277,33.5,2187975.0
389,4314100,PASSO FUNDO,RS,não,992.264,198820,780.355,sim,-28.2576,-52.4091,1.3060317956583296,3852.0,10725.0,6069.0,17875.0,4.759,3.499,49.5,7382564.0
390,4320008,SAPUCAIA DO SUL,RS,não,1129.000294,139481,58.644,não,-29.8276,-51.145,1.3060317956583296,1830.0,3275.0,2668.0,12995.0,4.6690000000000005,3.4277,22.1,2923906.0
391,4322400,URUGUAIANA,RS,não,1545.000918,129760,5715.782,não,-29.7614,-57.0853,1.3060317956583296,2036.0,5235.0,1816.0,13477.0,4.6690000000000005,3.4277,19.2,2295349.0
392,4316808,SANTA CRUZ DO SUL,RS,não,1272.000296,127442,733.473,não,-29.721999999999998,-52.4343,1.3060317956583296,2306.0,5904.0,3851.0,15556.0,4.6690000000000005,3.4277,16.3,7984043.0
393,4303103,CACHOEIRINHA,RS,não,1119.000146,127333,43.766,não,-29.9472,-51.1016,1.3060317956583296,2398.0,4086.0,3088.0,10376.0,4.899,3.699,18.1,6167753.0
394,4301602,BAGE,RS,não,1501.000817,122197,4095.526,não,-31.3297,-54.0999,1.3060317956583296,1453.0,5773.0,2237.0,13925.0,4.6690000000000005,3.4277,16.9,2230936.0
395,4302105,BENTO GONCALVES,RS,não,1025.000739,115102,277.303,não,-29.1662,-51.5165,1.3060317956583296,3265.0,7013.0,3731.0,8908.0,4.6690000000000005,3.4277,11.6,5326218.0
396,4309308,GUAIBA,RS,não,1157.000638,99322,376.973,não,-30.1086,-51.3233,1.3060317956583296,1195.0,2896.0,1982.0,7568.0,4.6690000000000005,3.4277,15.9,5129396.0
397,4307708,ESTEIO,RS,não,1139.000461,84226,27.543,não,-29.851999999999997,-51.1841,1.3060317956583296,1081.0,2068.0,1742.0,5306.0,4.6690000000000005,3.4277,24.3,2930236.0
398,4319901,SAPIRANGA,RS,não,1129.000667,80317,137.519,não,-29.6349,-51.0064,1.3060317956583296,1003.0,2334.0,1765.0,9230.0,4.6690000000000005,3.4277,14.3,2535244.0
399,4307906,FARROUPILHA,RS,não,1000.000233,69559,361.788,não,-29.2227,-51.3419,1.3060317956583296,2397.0,3835.0,2359.0,4453.0,4.6690000000000005,3.4277,7.7,2724987.0
400,4303905,CAMPO BOM,RS,não,1137.000635,64923,61.406,não,-29.6747,-51.0606,1.3060317956583296,877.0,1989.0,1518.0,7052.0,4.6690000000000005,3.4277,17.0,2334484.0
401,4312401,MONTENEGRO,RS,não,1180.000648,63874,420.017,não,-29.6824,-51.4679,1.3060317956583296,1490.0,2560.0,1483.0,7809.0,4.6690000000000005,3.4277,8.7,2786556.0
402,4321204,TAQUARA,RS,não,1101.000097,57542,457.13,não,-29.6505,-50.7753,1.3060317956583296,925.0,2153.0,1323.0,6281.0,4.6690000000000005,3.4277,7.8,1139626.0
403,4314050,PAROBE,RS,não,1111.000919,56291,109.026,não,-29.6243,-50.8312,1.3060317956583296,671.0,1661.0,886.0,5909.0,4.6690000000000005,3.4277,7.8,1100549.0
404,4307609,ESTANCIA VELHA,RS,não,1165.000267,47304,52.378,não,-29.6535,-51.1843,1.3060317956583296,896.0,1546.0,1122.0,4727.0,4.599,3.299,9.0,1299292.0
405,4317608,SANTO ANTONIO DA PATRULHA,RS,não,sem info,42335,1048.904,não,-29.8268,-50.5175,1.3060317956583296,1030.0,2105.0,694.0,4604.0,4.6690000000000005,3.4277,,1065787.0
406,4305355,CHARQUEADAS,RS,não,1185.000126,38911,216.513,não,-29.9625,-51.6289,1.3060317956583296,429.0,972.0,652.0,2949.0,4.6690000000000005,3.4277,5.5,1087105.0
407,4306767,ELDORADO DO SUL,RS,não,1141.000127,38600,509.699,não,-30.0847,-51.6187,1.3060317956583296,844.0,1206.0,670.0,3385.0,4.6690000000000005,3.4277,,1197148.0
408,4310108,IGREJINHA,RS,não,1117.000591,34914,136.816,não,-29.5693,-50.7919,1.3060317956583296,554.0,1414.0,828.0,4062.0,4.6690000000000005,3.4277,6.3,1457191.0
409,4314803,PORTAO,RS,não,1162.000053,34708,159.942,não,-29.7015,-51.2429,1.3060317956583296,1685.0,1734.0,863.0,2649.0,4.6690000000000005,3.4277,,1144743.0
410,4308607,GARIBALDI,RS,não,1026.000913,33632,167.697,não,-29.259,-51.5352,1.3060317956583296,1518.0,2521.0,1083.0,2586.0,4.6690000000000005,3.4277,,1639854.0
411,4306403,DOIS IRMAOS,RS,não,1143.000881,30765,65.156,não,-29.5836,-51.0898,1.3060317956583296,513.0,1131.0,918.0,2138.0,4.6690000000000005,3.4277,,1495884.0
412,4308201,FLORES DA CUNHA,RS,não,962.506,29609,272.662,não,-29.0261,-51.1875,1.3060317956583296,1653.0,2664.0,1006.0,1918.0,4.6690000000000005,3.4277,,1249485.0
413,4322004,TRIUNFO,RS,não,1197.000954,28297,823.416,não,-29.9291,-51.7075,1.3060317956583296,649.0,1141.0,376.0,2137.0,4.6690000000000005,3.4277,,5103874.0
414,4304804,CARLOS BARBOSA,RS,não,1022.000043,28102,229.906,não,-29.2969,-51.5028,1.3060317956583296,913.0,1899.0,903.0,2184.0,4.6690000000000005,3.4277,,1732160.0
415,4318507,SAO JOSE DO NORTE,RS,não,1351.00059,27208,1117.873,não,-32.0151,-52.0331,1.3060317956583296,451.0,841.0,294.0,2860.0,4.6690000000000005,3.4277,,
416,4313375,NOVA SANTA RITA,RS,não,1145.00095,26472,217.868,não,-29.8525,-51.2837,1.3060317956583296,1052.0,1091.0,547.0,2165.0,4.6690000000000005,3.4277,,1082004.0
417,4304663,CAPAO DO LEAO,RS,não,1384.000891,25495,785.374,não,-31.7565,-52.4889,1.3060317956583296,542.0,686.0,297.0,3550.0,4.6690000000000005,3.4277,,
418,4319505,SAO SEBASTIAO DO CAI,RS,não,1050.000446,24970,111.452,não,-29.5885,-51.3749,1.3060317956583296,804.0,1005.0,511.0,1803.0,4.6690000000000005,3.4277,,
419,4318408,SAO JERONIMO,RS,não,1195.0007,23767,937.049,não,-29.9716,-51.7251,1.3060317956583296,353.0,663.0,357.0,1659.0,4.6690000000000005,3.4277,,
420,4319000,SAO MARCOS,RS,não,947.131,21364,256.254,não,-28.9677,-51.0696,1.3060317956583296,824.0,1881.0,620.0,1536.0,4.6690000000000005,3.4277,,
421,5208707,GOIANIA,GO,sim,960,1465990,739.492,sim,-16.6864,-49.2643,0.7112709345383798,24935.0,98784.0,42916.0,234789.0,4.832363636363637,3.8539000000000003,422.0,46094735.0
422,5201405,APARECIDA DE GOIANIA,GO,não,883.866,542258,288.465,não,-16.8198,-49.2469,0.7112709345383798,7644.0,16127.0,5685.0,81486.0,4.832363636363637,3.8539000000000003,137.0,11664369.0
423,5201108,ANAPOLIS,GO,não,1012,375103,918.375,não,-16.3281,-48.953,0.7112709345383798,9917.0,21545.0,7540.0,53138.0,4.832363636363637,3.8539000000000003,53.2,12714454.0
424,5218805,RIO VERDE,GO,não,899.445,217175,8388.295,sim,-17.7923,-50.9192,0.7112709345383798,4010.0,14612.0,3153.0,32096.0,4.832363636363637,3.8539000000000003,20.7,7377267.0
425,5212501,LUZIANIA,GO,não,991.497,199619,3961.536,não,-16.253,-47.95,0.7112709345383798,2502.0,4613.0,1321.0,13140.0,4.832363636363637,3.8539000000000003,36.5,3116626.0
426,5200258,AGUAS LINDAS DE GOIAS,GO,não,1071.000807,195922,191.198,não,-15.7617,-48.2816,0.7112709345383798,1391.0,2385.0,1094.0,5497.0,4.832363636363637,3.8539000000000003,24.3,1430749.0
427,5221858,VALPARAISO DE GOIAS,GO,não,1005.000935,159559,60.111,não,-16.0651,-47.9757,0.7112709345383798,789.0,2318.0,971.0,5670.0,4.832363636363637,3.8539000000000003,23.7,1974654.0
428,5221403,TRINDADE,GO,não,924.236,121280,713.28,não,-16.6517,-49.4927,0.7112709345383798,1342.0,3751.0,1148.0,17137.0,4.832363636363637,3.8539000000000003,19.6,1605550.0
429,5208004,FORMOSA,GO,não,1085.000994,115800,5806.891,não,-15.54,-47.336999999999996,0.7112709345383798,3471.0,6846.0,1621.0,12559.0,4.599,3.684,28.8,1719887.0
430,5215231,NOVO GAMA,GO,não,1014.000104,110110,191.675,não,-16.0592,-48.0417,0.7112709345383798,463.0,966.0,388.0,2575.0,4.832363636363637,3.8539000000000003,18.3,
431,5220454,SENADOR CANEDO,GO,não,916.733,105535,244.745,não,-16.7084,-49.0914,0.7112709345383798,1085.0,2768.0,1003.0,15610.0,4.832363636363637,3.8539000000000003,12.7,2392500.0
432,5217609,PLANALTINA,GO,não,1073.000662,88838,2539.113,não,-15.452,-47.6089,0.7112709345383798,751.0,1703.0,609.0,4000.0,4.832363636363637,3.8539000000000003,17.6,
433,5219753,SANTO ANTONIO DO DESCOBERTO,GO,não,1041.000736,71885,938.309,não,-15.9412,-48.2578,0.7112709345383798,342.0,694.0,349.0,2839.0,4.832363636363637,3.8539000000000003,12.2,
434,5208608,GOIANESIA,GO,não,1076.0006,67505,1547.65,não,-15.3118,-49.1162,0.7112709345383798,1174.0,3956.0,638.0,9353.0,4.832363636363637,3.8539000000000003,8.5,1044831.0
435,5205497,CIDADE OCIDENTAL,GO,não,1015.000083,66800,388.162,não,-16.0765,-47.9252,0.7112709345383798,234.0,632.0,225.0,2463.0,4.832363636363637,3.8539000000000003,8.7,
436,5206206,CRISTALINA,GO,não,909.872,55363,6160.722,não,-16.7676,-47.6131,0.7112709345383798,1920.0,3583.0,848.0,4114.0,4.56,3.78,6.9,1822694.0
437,5214606,NIQUELANDIA,GO,não,1206.000775,45898,9843.17,não,-14.4662,-48.4599,0.7112709345383798,722.0,2417.0,363.0,3907.0,4.832363636363637,3.8539000000000003,6.8,1025555.0
438,5208806,GOIANIRA,GO,não,934.173,41188,200.402,não,-16.4947,-49.427,0.7112709345383798,448.0,1333.0,380.0,5185.0,4.832363636363637,3.8539000000000003,,
439,5215603,PADRE BERNARDO,GO,não,1145.00097,32154,3137.903,não,-15.1605,-48.2833,0.7112709345383798,463.0,949.0,247.0,1116.0,4.832363636363637,3.8539000000000003,,
440,5203302,BELA VISTA DE GOIAS,GO,não,912.061,28517,1276.617,não,-16.9693,-48.9513,0.7112709345383798,534.0,1819.0,303.0,5043.0,4.832363636363637,3.8539000000000003,,
441,5214507,NEROPOLIS,GO,não,935.596,28275,204.216,não,-16.4047,-49.2227,0.7112709345383798,594.0,1490.0,366.0,3699.0,4.832363636363637,3.8539000000000003,,
442,5200308,ALEXANIA,GO,não,1014.000607,26768,847.891,não,-16.0834,-48.5076,0.7112709345383798,548.0,1122.0,286.0,2164.0,4.832363636363637,3.8539000000000003,5.7,
443,5217302,PIRENOPOLIS,GO,não,1023.000215,24751,2227.793,não,-15.8507,-48.9584,0.7112709345383798,337.0,1333.0,279.0,3459.0,4.832363636363637,3.8539000000000003,,
444,1501402,BELEM,PA,não,2859.000436,1451439,1064.918,sim,-1.4554,-48.4898,0.7570115603655422,8868.0,29099.0,18223.0,119945.0,4.599,3.599,126.7,28706165.0
445,1500800,ANANINDEUA,PA,não,2842.000467,515927,185.057,não,-1.36391,-48.3743,0.7570115603655422,4548.0,7512.0,3743.0,43572.0,4.846333333333333,3.853,70.5,5777643.0
446,1506807,SANTAREM,PA,não,3377.000337,296159,17876.647,não,-2.4384900000000003,-54.6996,0.7570115603655422,3247.0,9847.0,2113.0,43684.0,4.846333333333333,3.853,29.3,3789328.0
447,1504208,MARABA,PA,não,2463.000159,271660,15092.268,não,-5.38075,-49.1327,0.7570115603655422,3773.0,10207.0,2048.0,47982.0,4.846333333333333,3.853,29.9,6318506.0
448,1505536,PARAUAPEBAS,PA,não,2396.000008,202653,7007.737,não,-6.06781,-49.9037,0.7570115603655422,2644.0,8728.0,1484.0,32223.0,4.846333333333333,3.853,12.6,15568461.0
449,1502400,CASTANHAL,PA,não,2808.000689,195249,1029.191,não,-1.29797,-47.9167,0.7570115603655422,2973.0,4802.0,1040.0,31060.0,4.846333333333333,3.853,18.1,2712093.0
450,1500107,ABAETETUBA,PA,não,2759.000523,153334,1610.743,não,-1.72183,-48.8788,0.7570115603655422,402.0,791.0,416.0,18080.0,4.846333333333333,3.853,14.7,1058232.0
451,1502103,CAMETA,PA,não,2778.000279,134080,3081.36,não,-2.24295,-49.4979,0.7570115603655422,170.0,365.0,142.0,9765.0,4.846333333333333,3.853,9.0,
452,1504422,MARITUBA,PA,não,2843.000754,127907,103.279,não,-1.36002,-48.3421,0.7570115603655422,977.0,1284.0,404.0,9641.0,4.846333333333333,3.853,13.1,1421180.0
453,1501709,BRAGANCA,PA,não,2868.000833,124154,2090.234,não,-1.06126,-46.7826,0.7570115603655422,492.0,1487.0,184.0,11235.0,4.846333333333333,3.853,12.1,
454,1506500,SANTA IZABEL DO PARA,PA,não,2838.000529,68851,717.615,não,-1.2968600000000001,-48.1606,0.7570115603655422,,,,,4.846333333333333,3.853,,
455,1501501,BENEVIDES,PA,não,2862.000777,61013,187.868,não,-1.3618299999999999,-48.2434,0.7570115603655422,1042.0,769.0,243.0,5305.0,4.846333333333333,3.853,5.1,1051903.0
456,2111300,SAO LUIS,MA,não,2905.000239,1091347,827.141,sim,-2.53874,-44.2825,0.5493801704632822,10308.0,36035.0,14123.0,104838.0,4.309333333333332,3.719333333333333,283.0,26326087.0
457,2105302,IMPERATRIZ,MA,não,2287.000837,254461,1367.901,sim,-5.51847,-47.4777,0.5493801704632822,4278.0,11312.0,2068.0,55924.0,4.366111111111111,3.6111111111111107,15.4,5805306.0
458,2111201,SAO JOSE DE RIBAMAR,MA,não,2914.000343,177651,386.282,não,-2.54704,-44.0597,0.5493801704632822,899.0,3084.0,781.0,15279.0,4.099,3.399,45.2,1610892.0
459,2112209,TIMON,MA,não,2689.000172,167625,1740.559,não,-5.09769,-42.8329,0.5493801704632822,731.0,1789.0,300.0,28806.0,4.366111111111111,3.6111111111111107,11.5,1440381.0
460,2103000,CAXIAS,MA,não,2708.000853,162614,5223.981,não,-4.86505,-43.3617,0.5493801704632822,946.0,2236.0,364.0,33481.0,4.366111111111111,3.6111111111111107,6.8,1458634.0
461,2107506,PACO DO LUMIAR,MA,não,2911.000463,121909,132.41,não,-2.51657,-44.1019,0.5493801704632822,482.0,2011.0,452.0,9335.0,4.366111111111111,3.6111111111111107,26.9,
462,2103307,CODO,MA,não,2686.000293,120754,4364.499,não,-4.45562,-43.8924,0.5493801704632822,715.0,954.0,156.0,24013.0,4.366111111111111,3.6111111111111107,6.8,
463,2100055,ACAILANDIA,MA,não,2354.000283,111336,5806.307,não,-4.94714,-47.5004,0.5493801704632822,1790.0,3317.0,402.0,17868.0,4.366111111111111,3.6111111111111107,,1841292.0
464,2101202,BACABAL,MA,não,2654.000953,103318,1682.601,não,-4.224469999999999,-44.7832,0.5493801704632822,969.0,2010.0,290.0,22030.0,4.366111111111111,3.6111111111111107,,1066694.0
465,2109601,ROSARIO,MA,não,2854.000911,42313,685.027,não,-2.93444,-44.2531,0.5493801704632822,229.0,434.0,47.0,3520.0,4.366111111111111,3.6111111111111107,,
466,2110203,SANTA RITA,MA,não,2827.000655,37117,786.081,não,-3.14241,-44.3211,0.5493801704632822,186.0,408.0,42.0,4771.0,4.366111111111111,3.6111111111111107,,
