,cod_cidades,city,uf,atendido_loggi,distancia_cajamar,populacao,area_em_km2,tem_malha,latitude,longitude,indice_roubo,caminhao,caminhonete,camioneta,motocicleta,preco_gasolina,preco_diesel_s10,area_urbana,pib
467,2109452,RAPOSA,MA,não,2924.000889,30843,64.182,não,-2.4254,-44.0973,0.5493801704632822,127.0,461.0,69.0,2460.0,4.366111111111111,3.6111111111111107,5.0,
468,2105104,ICATU,MA,não,2895.000574,26834,1448.796,não,-2.7720599999999997,-44.0501,0.5493801704632822,26.0,137.0,14.0,1128.0,4.366111111111111,3.6111111111111107,,
469,2105500,JOAO LISBOA,MA,não,2351.000503,23020,1126.517,não,-5.443630000000001,-47.4064,0.5493801704632822,149.0,421.0,39.0,3347.0,4.366111111111111,3.6111111111111107,,
470,2100204,ALCANTARA,MA,não,2959.000215,21661,1483.232,não,-2.39574,-44.4062,0.5493801704632822,56.0,153.0,23.0,1170.0,4.366111111111111,3.6111111111111107,,
471,2704302,MACEIO,AL,não,2423.000245,1029166,510.655,sim,-9.665989999999999,-35.735,1.4445528683450268,7388.0,22483.0,13246.0,71840.0,4.530639655172413,3.6163407738095246,87.9,18302279.0
472,2700300,ARAPIRACA,AL,não,2328.000037,234177,351.475,não,-9.75487,-36.6615,1.4445528683450268,2944.0,6682.0,1775.0,41332.0,4.530639655172413,3.6163407738095246,8.6,3443406.0
473,2707701,RIO LARGO,AL,não,2425.00053,75691,309.425,não,-9.47783,-35.8394,1.4445528683450268,452.0,807.0,398.0,4164.0,4.530639655172413,3.6163407738095246,,
474,2704708,MARECHAL DEODORO,AL,não,2407.000359,52277,333.548,não,-9.709710000000001,-35.8967,1.4445528683450268,298.0,662.0,341.0,2399.0,4.530639655172413,3.6163407738095246,,1239678.0
475,2700409,ATALAIA,AL,não,2405.000859,47734,531.983,não,-9.5119,-36.0086,1.4445528683450268,204.0,251.0,164.0,1434.0,4.530639655172413,3.6163407738095246,,
476,2702900,GIRAU DO PONCIANO,AL,não,2305.000517,41287,502.15,não,-9.884039999999999,-36.8316,1.4445528683450268,207.0,512.0,84.0,4267.0,4.530639655172413,3.6163407738095246,,
477,2706901,PILAR,AL,não,2398.000529,35543,248.975,não,-9.60135,-35.9543,1.4445528683450268,155.0,352.0,187.0,1779.0,4.530639655172413,3.6163407738095246,,
478,2708808,SAO SEBASTIAO,AL,não,2302.000836,34546,305.746,não,-9.93043,-36.559,1.4445528683450268,171.0,404.0,37.0,3560.0,4.530639655172413,3.6163407738095246,,
479,2704203,LIMOEIRO DE ANADIA,AL,não,2367.000953,28951,315.668,não,-9.74098,-36.5121,1.4445528683450268,139.0,409.0,52.0,2234.0,4.530639655172413,3.6163407738095246,,
480,2709202,TRAIPU,AL,não,2312,28064,697.843,não,-9.96262,-37.0071,1.4445528683450268,105.0,168.0,16.0,2133.0,4.530639655172413,3.6163407738095246,,
481,2704005,JUNQUEIRO,AL,não,2310.000327,25079,254.067,não,-9.90696,-36.4803,1.4445528683450268,191.0,368.0,45.0,2184.0,4.530639655172413,3.6163407738095246,,
482,2702355,CRAIBAS,AL,não,2351.000364,24506,275.325,não,-9.6178,-36.7697,1.4445528683450268,272.0,379.0,51.0,2428.0,4.530639655172413,3.6163407738095246,,
483,2702603,FEIRA GRANDE,AL,não,"2,308,207",22472,155.974,não,-9.898589999999999,-36.6815,1.4445528683450268,102.0,362.0,24.0,2501.0,4.530639655172413,3.6163407738095246,,
484,2408102,NATAL,RN,não,2947.0009,885077,170.298,sim,-5.79357,-35.1986,0.3025112324705384,7201.0,28272.0,15795.0,94675.0,4.492666666666667,3.5178333333333334,108.5,19076030.0
485,2408003,MOSSORO,RN,não,2779.000273,295641,2110.207,não,-5.18374,-37.3474,0.3025112324705384,4173.0,9082.0,2512.0,51462.0,4.492666666666667,3.5178333333333334,11.5,6221099.0
486,2403251,PARNAMIRIM,RN,não,2929.000731,254919,120.202,não,-5.91116,-35.271,0.3025112324705384,2170.0,6183.0,3290.0,26034.0,4.769,3.5945,19.7,4408474.0
487,2412005,SAO GONCALO DO AMARANTE,RN,não,2954.000492,101169,251.308,não,-5.79068,-35.3257,0.3025112324705384,512.0,1303.0,528.0,8643.0,4.492666666666667,3.5178333333333334,,1630595.0
488,2407104,MACAIBA,RN,não,"2,943,509",80386,512.487,não,-5.85229,-35.3552,0.3025112324705384,904.0,1314.0,409.0,9117.0,4.379,3.479,,1356254.0
489,2402600,CEARA-MIRIM,RN,não,2972.000503,73835,739.686,não,-5.64323,-35.4247,0.3025112324705384,394.0,1327.0,317.0,6685.0,4.492666666666667,3.5178333333333334,,
490,2412203,SAO JOSE DE MIPIBU,RN,não,2910.000696,43991,293.877,não,-6.0773,-35.2417,0.3025112324705384,422.0,853.0,239.0,4595.0,4.33,3.48,,
491,2403608,EXTREMOZ,RN,não,2971.000502,28335,125.665,não,-5.70143,-35.3048,0.3025112324705384,110.0,515.0,156.0,2806.0,4.492666666666667,3.5178333333333334,,
492,2408201,NISIA FLORESTA,RN,não,"2,913,185",27376,306.051,não,-6.0932900000000005,-35.1991,0.3025112324705384,100.0,396.0,119.0,2371.0,4.492666666666667,3.5178333333333334,,
493,2404200,GOIANINHA,RN,não,2890.000266,26073,192.277,não,-6.26486,-35.1943,0.3025112324705384,209.0,398.0,140.0,2307.0,4.492666666666667,3.5178333333333334,,
494,2407807,MONTE ALEGRE,RN,não,2922.000865,22459,199.519,não,-6.07063,-35.3253,0.3025112324705384,135.0,283.0,76.0,2313.0,4.492666666666667,3.5178333333333334,,
495,5002704,CAMPO GRANDE,MS,não,993.838,874184,8096.051,sim,-20.4486,-54.6295,0.5552730863805821,16006.0,51091.0,19093.0,137103.0,4.1480999999999995,3.591,332.0,23902135.0
496,5003702,DOURADOS,MS,não,1007.000715,218063,4086.387,sim,-22.2231,-54.812,0.5552730863805821,4477.0,15076.0,3869.0,33396.0,4.349,3.609,40.7,6958573.0
497,5008305,TRES LAGOAS,MS,não,668.593,117498,10206.37,sim,-20.7849,-51.7007,0.5552730863805821,2045.0,7331.0,2065.0,21269.0,4.436,3.734,18.4,7204774.0
498,5003207,CORUMBA,MS,não,1432.000106,109900,64960.863,sim,-19.0077,-57.651,0.5552730863805821,999.0,3247.0,987.0,10943.0,4.72,3.89,21.5,3101210.0
499,2211001,TERESINA,PI,não,2686.000729,850083,1670.798,sim,-5.09194,-42.8034,0.8091874807776357,11719.0,37614.0,11158.0,173416.0,4.449,3.689,218.0,17762266.0
500,2207702,PARNAIBA,PI,não,3011.00088,150504,435.564,sim,-2.90585,-41.7754,0.8091874807776357,1371.0,4694.0,1087.0,42847.0,4.6745,3.6195,7.1,1663949.0
501,2211100,UNIAO,PI,não,2748.000103,43744,1173.447,não,-4.58571,-42.8583,0.8091874807776357,187.0,488.0,78.0,7014.0,4.6745,3.6195,,
502,2200400,ALTOS,PI,não,"2,714,749",39850,957.617,não,-5.038880000000001,-42.4612,0.8091874807776357,313.0,677.0,95.0,7984.0,4.6745,3.6195,,
503,2205508,JOSE DE FREITAS,PI,não,2756.000439,38542,1538.205,não,-4.75146,-42.5746,0.8091874807776357,153.0,573.0,71.0,7103.0,4.6745,3.6195,5.7,
504,2507507,JOAO PESSOA,PB,não,2773.000992,811847,210.551,sim,-7.1150899999999995,-34.8641,0.8526039979541387,6090.0,24501.0,13510.0,102946.0,4.599,3.799,93.2,17462539.0
505,2504009,CAMPINA GRANDE,PB,não,2673.000975,410310,620.628,sim,-7.22196,-35.8731,0.8526039979541387,4322.0,11548.0,4087.0,55242.0,4.599,3.799,42.9,7541055.0
506,2513703,SANTA RITA,PB,não,2788.000371,136849,726.565,não,-7.11724,-34.9753,0.8526039979541387,944.0,1858.0,552.0,14841.0,4.599,3.799,5.7,2079084.0
507,2510808,PATOS,PB,não,2636.000528,107788,512.791,não,-7.01743,-37.2747,0.8526039979541387,700.0,2736.0,666.0,20476.0,4.599,3.799,5.1,1322958.0
508,2501807,BAYEUX,PB,não,2769.00089,96994,31.784,não,-7.1238,-34.9293,0.8526039979541387,730.0,1300.0,426.0,10823.0,4.599,3.799,,1080912.0
509,2503209,CABEDELO,PB,não,2783.000556,68081,31.265,não,-6.987310000000001,-34.8284,0.8526039979541387,521.0,1686.0,927.0,5864.0,4.599,3.799,15.4,2294113.0
510,2512507,QUEIMADAS,PB,não,2656.000451,44209,409.196,não,-7.350289999999999,-35.9031,0.8526039979541387,517.0,897.0,319.0,5727.0,4.599,3.799,,
511,2511202,PEDRAS DE FOGO,PB,não,2728.000248,28494,401.12,não,-7.39107,-35.1065,0.8526039979541387,307.0,532.0,111.0,1697.0,4.599,3.799,,
512,2508307,LAGOA SECA,PB,não,2681.000654,27540,109.342,não,-7.15535,-35.8491,0.8526039979541387,271.0,699.0,184.0,3392.0,4.599,3.799,,
513,2504603,CONDE,PB,não,2755.000476,24783,172.949,não,-7.257460000000001,-34.8999,0.8526039979541387,144.0,497.0,119.0,2753.0,4.599,3.799,,
514,2512903,RIO TINTO,PB,não,2822.000489,24149,466.397,não,-6.8038300000000005,-35.0776,0.8526039979541387,111.0,315.0,89.0,2530.0,4.599,3.799,,
515,2503001,CAAPORA,PB,não,2731.000539,21873,150.168,não,-7.513510000000001,-34.9055,0.8526039979541387,63.0,187.0,58.0,939.0,4.599,3.799,,
516,2800308,ARACAJU,SE,não,2168.000644,650200,174.053,sim,-10.9091,-37.0677,1.7640086569722015,5949.0,19749.0,11174.0,62078.0,4.799,3.799,48.1,14893787.0
517,2804805,NOSSA SENHORA DO SOCORRO,SE,não,2166.000364,181946,157.515,não,-10.8468,-37.1231,1.7640086569722015,1047.0,1766.0,683.0,14387.0,4.799,3.799,,2545661.0
518,2806701,SAO CRISTOVAO,SE,não,2154.000087,89241,437.437,não,-11.0084,-37.2044,1.7640086569722015,443.0,1177.0,340.0,7033.0,4.799,3.799,,
519,2800605,BARRA DOS COQUEIROS,SE,não,2173.000629,29820,91.101,não,-10.8996,-37.0323,1.7640086569722015,88.0,355.0,159.0,1828.0,4.799,3.799,,
520,5103403,CUIABA,MT,não,1527.000113,589902,3538.167,sim,-15.600999999999999,-56.0974,0.786048031527005,10718.0,40675.0,14466.0,92897.0,4.83,4.066666666666666,244.0,20525597.0
521,5108402,VARZEA GRANDE,MT,não,1531.000945,273934,938.057,não,-15.6458,-56.1322,0.786048031527005,5389.0,13454.0,3776.0,45667.0,4.83,4.066666666666666,81.4,5907741.0
522,5107602,RONDONOPOLIS,MT,não,1315.000267,222393,4165.232,não,-16.4673,-54.6372,0.786048031527005,4888.0,15759.0,3248.0,51733.0,4.83,4.066666666666666,38.7,7643566.0
523,5107909,SINOP,MT,não,2003.000711,135934,3194.339,não,-11.8604,-55.5091,0.786048031527005,3903.0,12905.0,2452.0,31011.0,4.83,4.066666666666666,17.0,4287335.0
524,5106505,POCONE,MT,não,1631.000369,32258,17260.861,não,-16.266,-56.6261,0.786048031527005,612.0,1391.0,199.0,5545.0,4.83,4.066666666666666,5.7,
525,4209102,JOINVILLE,SC,não,522.395,577024,1125.7,sim,-26.3045,-48.8487,0.44154354715814353,8362.0,22164.0,16388.0,59428.0,4.253933333333334,3.4907222222222227,114.4,24570851.0
526,4205407,FLORIANOPOLIS,SC,não,696.236,485865,433.317,sim,-27.5945,-48.5477,0.44154354715814353,3772.0,19525.0,22676.0,48411.0,4.098999999999999,3.499,31.9,17328527.0
527,4202404,BLUMENAU,SC,não,603.569,348494,519.837,não,-26.9155,-49.0709,0.44154354715814353,5651.0,16952.0,12201.0,40789.0,4.097,3.537,44.0,16767107.0
528,4216602,SAO JOSE,SC,não,692.051,239719,113.171,não,-27.6136,-48.6366,0.44154354715814353,3570.0,10481.0,6824.0,30526.0,4.253933333333334,3.4907222222222227,32.2,7984979.0
529,4204202,CHAPECO,SC,não,884.271,213300,624.308,sim,-27.1004,-52.6152,0.44154354715814353,4642.0,14482.0,6371.0,26889.0,4.432333333333333,3.469,,7713607.0
530,4208203,ITAJAI,SC,não,605.809,212632,289.255,não,-26.9101,-48.6705,0.44154354715814353,4596.0,9576.0,5891.0,29621.0,3.7889999999999997,3.3485,20.9,17128932.0
531,4204608,CRICIUMA,SC,não,879.472,211334,235.628,não,-28.6723,-49.3729,0.44154354715814353,3530.0,9589.0,6159.0,25313.0,4.253933333333334,3.4907222222222227,7.2,6480936.0
532,4208906,JARAGUA DO SUL,SC,não,554.523,170879,532.59,não,-26.4851,-49.0713,0.44154354715814353,2659.0,8256.0,4846.0,18665.0,4.175,3.335,16.7,6996440.0
533,4211900,PALHOCA,SC,não,697.93,164976,394.662,não,-27.6455,-48.6697,0.44154354715814353,2625.0,7254.0,4219.0,22501.0,4.253933333333334,3.4907222222222227,19.4,5246293.0
534,4209300,LAGES,SC,não,770.054,158449,2644.313,sim,-27.815,-50.3259,0.44154354715814353,3540.0,9481.0,3914.0,13996.0,4.253933333333334,3.4907222222222227,15.9,4255922.0
535,4202008,BALNEARIO CAMBORIU,SC,não,616.167,135348,46.489,não,-26.9926,-48.6352,0.44154354715814353,933.0,5636.0,5736.0,15367.0,4.253933333333334,3.4907222222222227,12.8,4445241.0
536,4202909,BRUSQUE,SC,não,634.469,128872,283.445,não,-27.0977,-48.9107,0.44154354715814353,2646.0,8445.0,4773.0,18490.0,4.09,3.39,12.8,5394835.0
537,4215802,SAO BENTO DO SUL,SC,não,516.892,82831,495.578,não,-26.2495,-49.3831,0.44154354715814353,1732.0,5274.0,1922.0,9073.0,4.253933333333334,3.4907222222222227,10.8,3115362.0
538,4203204,CAMBORIU,SC,não,616.167,78783,214.5,não,-27.0241,-48.6503,0.44154354715814353,1209.0,3277.0,1556.0,14363.0,4.253933333333334,3.4907222222222227,7.2,
539,4211306,NAVEGANTES,SC,não,601.819,77193,111.461,sim,-26.8943,-48.6546,0.44154354715814353,921.0,2355.0,1391.0,10993.0,4.253933333333334,3.4907222222222227,6.7,3682249.0
540,4205902,GASPAR,SC,não,622.528,67399,386.354,não,-26.9336,-48.9534,0.44154354715814353,1437.0,3951.0,1788.0,8322.0,4.253933333333334,3.4907222222222227,5.6,2392250.0
541,4201406,ARARANGUA,SC,não,894.476,67097,303.799,não,-28.9356,-49.4918,0.44154354715814353,1439.0,3545.0,1621.0,9983.0,4.253933333333334,3.4907222222222227,,1469994.0
542,4202305,BIGUACU,SC,não,675.904,66560,324.521,não,-27.496,-48.6598,0.44154354715814353,1500.0,2803.0,1395.0,9422.0,4.253933333333334,3.4907222222222227,12.3,1521844.0
543,4207502,INDAIAL,SC,não,614.011,66522,430.534,não,-26.8992,-49.2354,0.44154354715814353,1649.0,3590.0,1863.0,8220.0,4.253933333333334,3.4907222222222227,7.0,2280268.0
544,4208302,ITAPEMA,SC,não,628.308,61256,59.022,não,-27.0861,-48.61600000000001,0.44154354715814353,658.0,3109.0,2104.0,6895.0,4.253933333333334,3.4907222222222227,,1363896.0
545,4210100,MAFRA,SC,não,525.306,55890,1404.206,não,-26.1159,-49.8086,0.44154354715814353,1474.0,3824.0,1127.0,7299.0,4.253933333333334,3.4907222222222227,6.9,1403622.0
546,4207007,ICARA,SC,não,866.365,54844,228.055,não,-28.7132,-49.3087,0.44154354715814353,1900.0,3040.0,1229.0,8985.0,4.253933333333334,3.4907222222222227,11.9,1938907.0
547,4203808,CANOINHAS,SC,não,589.204,54384,1144.837,não,-26.1766,-50.395,0.44154354715814353,1354.0,3689.0,951.0,6593.0,4.253933333333334,3.4907222222222227,6.9,1388257.0
548,4216206,SAO FRANCISCO DO SUL,SC,não,571.373,50714,492.819,não,-26.2579,-48.6344,0.44154354715814353,769.0,2022.0,922.0,5746.0,4.253933333333334,3.4907222222222227,5.6,3303236.0
549,4219507,XANXERE,SC,não,840.032,49735,377.553,não,-26.8747,-52.4036,0.44154354715814353,1358.0,3971.0,1461.0,4374.0,4.253933333333334,3.4907222222222227,11.7,1411889.0
550,4206504,GUARAMIRIM,SC,não,546.052,42889,268.119,não,-26.4688,-49.0026,0.44154354715814353,1091.0,2115.0,812.0,5609.0,4.253933333333334,3.4907222222222227,,2397188.0
551,4218202,TIMBO,SC,não,608.567,42805,127.251,não,-26.8246,-49.269,0.44154354715814353,760.0,2537.0,1389.0,4903.0,4.253933333333334,3.4907222222222227,5.1,1792599.0
552,4215000,RIO NEGRINHO,SC,não,527.216,42017,908.391,não,-26.2591,-49.5177,0.44154354715814353,1133.0,2516.0,810.0,5002.0,4.253933333333334,3.4907222222222227,,
553,4204806,CURITIBANOS,SC,não,731.114,39553,952.283,não,-27.2824,-50.5816,0.44154354715814353,1074.0,3015.0,863.0,3090.0,4.253933333333334,3.4907222222222227,6.0,
554,4218004,TIJUCAS,SC,não,645.106,36941,276.622,não,-27.2354,-48.6322,0.44154354715814353,1092.0,1948.0,900.0,4908.0,4.253933333333334,3.4907222222222227,,1344043.0
555,4201307,ARAQUARI,SC,não,549.867,35328,401.831,não,-26.3754,-48.7188,0.44154354715814353,924.0,1240.0,401.0,2527.0,4.253933333333334,3.4907222222222227,,1557838.0
556,4213609,PORTO UNIAO,SC,não,646.066,35196,851.239,não,-26.2451,-51.0759,0.44154354715814353,735.0,2366.0,999.0,3843.0,4.253933333333334,3.4907222222222227,5.1,
557,4216305,SAO JOAO BATISTA,SC,não,670.363,35103,220.726,não,-27.2772,-48.8474,0.44154354715814353,622.0,1483.0,625.0,4019.0,4.253933333333334,3.4907222222222227,,
558,4213203,POMERODE,SC,não,588.016,32338,215.904,não,-26.7384,-49.1785,0.44154354715814353,691.0,2007.0,1182.0,4396.0,4.253933333333334,3.4907222222222227,8.6,2169446.0
559,4212502,PENHA,SC,não,590.451,31040,58.783,não,-26.7754,-48.6465,0.44154354715814353,414.0,1288.0,632.0,3533.0,4.253933333333334,3.4907222222222227,,
560,4217709,SOMBRIO,SC,não,916.272,29708,142.745,não,-29.108,-49.6328,0.44154354715814353,792.0,1426.0,653.0,3782.0,4.253933333333334,3.4907222222222227,,
561,4219705,XAXIM,SC,não,858.647,28205,294.715,não,-26.9596,-52.5374,0.44154354715814353,780.0,2017.0,632.0,2889.0,4.253933333333334,3.4907222222222227,5.1,
562,4202107,BARRA VELHA,SC,não,567.766,27795,140.16,não,-26.636999999999997,-48.6933,0.44154354715814353,632.0,1409.0,607.0,3112.0,4.253933333333334,3.4907222222222227,,1789747.0
563,4216503,SAO JOAQUIM,SC,não,848.997,26639,1885.608,não,-28.2887,-49.9457,0.44154354715814353,1156.0,2441.0,483.0,1664.0,4.253933333333334,3.4907222222222227,,
564,4205456,FORQUILHINHA,SC,não,890.312,25989,181.915,não,-28.7454,-49.4785,0.44154354715814353,627.0,1399.0,414.0,5310.0,4.253933333333334,3.4907222222222227,,
565,4208104,ITAIOPOLIS,SC,não,553.352,21500,1295.319,não,-26.339000000000002,-49.9092,0.44154354715814353,704.0,1459.0,304.0,3133.0,4.253933333333334,3.4907222222222227,,
566,4219002,URUSSANGA,SC,não,867.998,21169,240.476,não,-28.518,-49.3238,0.44154354715814353,511.0,1418.0,546.0,4163.0,4.253933333333334,3.4907222222222227,,
567,1100205,PORTO VELHO,RO,não,3013.000203,519563,34082.366,sim,-8.760769999999999,-63.8999,0.0,7585.0,27441.0,6157.0,87039.0,4.324,3.7075,41.2,12609918.0
568,1100122,JI-PARANA,RO,não,2638.000594,132642,6896.782,não,-10.8777,-61.9322,0.0,3201.0,9039.0,1112.0,37225.0,4.769,3.689,23.4,2684653.0
569,3205002,SERRA,ES,não,981.958,502782,553.254,não,-20.121,-40.3074,0.9099590428677575,9096.0,14225.0,6722.0,30734.0,4.530639655172413,3.6163407738095246,81.6,17588904.0
570,3205200,VILA VELHA,ES,não,950.032,486457,208.82,não,-20.3417,-40.2875,0.9099590428677575,4458.0,14937.0,10946.0,36570.0,4.530639655172413,3.6163407738095246,54.5,10937646.0
571,3201308,CARIACICA,ES,não,954.248,387294,279.975,não,-20.2632,-40.4165,0.9099590428677575,6024.0,10713.0,4844.0,34435.0,4.530639655172413,3.6163407738095246,41.1,8517305.0
572,3205309,VITORIA,ES,não,956.816,363117,93.381,sim,-20.3155,-40.3128,0.9099590428677575,4349.0,16528.0,12018.0,22310.0,4.530639655172413,3.6163407738095246,53.1,23370919.0
573,3201209,CACHOEIRO DE ITAPEMIRIM,ES,não,832.152,211869,876.792,não,-20.8462,-41.1198,0.9099590428677575,5297.0,9233.0,2830.0,24967.0,4.530639655172413,3.6163407738095246,16.9,4929324.0
574,3203205,LINHARES,ES,não,1089.000047,169296,3501.604,não,-19.3946,-40.0643,0.9099590428677575,3055.0,7019.0,1689.0,16907.0,4.530639655172413,3.6163407738095246,16.1,5294467.0
575,3204906,SAO MATEUS,ES,não,1144.000717,128272,2343.251,não,-18.7214,-39.8579,0.9099590428677575,1363.0,4491.0,996.0,12786.0,4.530639655172413,3.6163407738095246,10.0,1992503.0
576,3201506,COLATINA,ES,não,992.342,124504,1423.271,não,-19.5493,-40.6269,0.9099590428677575,2628.0,6356.0,1252.0,14779.0,4.530639655172413,3.6163407738095246,12.6,3001424.0
577,3202405,GUARAPARI,ES,não,909.941,123181,592.231,não,-20.6772,-40.5093,0.9099590428677575,1421.0,6377.0,3186.0,13380.0,4.530639655172413,3.6163407738095246,11.6,1894702.0
578,3205101,VIANA,ES,não,941.144,76790,311.608,não,-20.3825,-40.4933,0.9099590428677575,1359.0,2377.0,899.0,6014.0,4.530639655172413,3.6163407738095246,7.2,1589749.0
579,1600303,MACAPA,AP,não,3402,474699,6407.123,não,0.034934,-51.0694,0.0,3017.0,18050.0,3581.0,47855.0,4.530639655172413,3.6163407738095246,32.7,8901882.0
580,1600600,SANTANA,AP,não,sem info,115438,1577.517,não,-0.045433999999999995,-51.1729,0.0,658.0,2495.0,504.0,9112.0,4.530639655172413,3.6163407738095246,15.5,1874614.0
581,1200401,RIO BRANCO,AC,não,3526,383452,9222.577,não,-9.97499,-67.8243,0.0,4236.0,17050.0,3424.0,68857.0,4.530639655172413,3.6163407738095246,44.9,8192366.0
582,1400100,BOA VISTA,RR,não,4650.000299,332025,5687.064,não,2.82384,-60.6753,0.0,3969.0,24487.0,4559.0,65453.0,4.530639655172413,3.6163407738095246,28.0,7339681.0
583,1721000,PALMAS,TO,não,1722.000669,287017,2218.934,sim,-10.24,-48.3558,0.7731035155872519,4821.0,17464.0,4746.0,49029.0,4.922,3.63675,39.3,6544297.0
584,1702109,ARAGUAINA,TO,não,2042.00055,175996,4000.395,não,-7.19238,-48.2044,0.7731035155872519,3709.0,11524.0,1494.0,34234.0,4.79,3.499,20.5,3053585.0
585,1718204,PORTO NACIONAL,TO,não,1665.000883,52811,4449.892,não,-10.7027,-48.408,0.7731035155872519,844.0,2581.0,354.0,9824.0,4.922,3.63675,,1120815.0
586,1716109,PARAISO DO TOCANTINS,TO,não,1685.000262,50359,1297.018,não,-10.175,-48.8823,0.7731035155872519,1281.0,3108.0,412.0,9939.0,4.922,3.63675,,
587,1713205,MIRACEMA DO TOCANTINS,TO,não,1790.000625,19040,2656.078,não,-9.565560000000001,-48.393,0.7731035155872519,197.0,751.0,122.0,2759.0,4.922,3.63675,,
